time,max,min
2020-10-30,21.866666666666664,20.066666666666666
2020-10-31,21.599999999999998,20.066666666666666
2020-11-01,13.933333333333332,12.666666666666666
2020-11-02,18.333333333333336,16.066666666666666
2020-11-03,20.099999999999998,17.566666666666666
2020-11-04,20.26666666666667,17.5
2020-11-05,24.46666666666667,20.5
2020-11-06,24.566666666666666,22.066666666666666
2020-11-07,26.400000000000002,21.866666666666664
2020-11-08,26.900000000000002,22.3
2020-11-09,24.766666666666666,20.099999999999998
2020-11-10,23.333333333333332,18.0
2020-11-11,22.299999999999997,17.03333333333333
2020-11-12,19.9,14.75
2020-11-13,22.666666666666668,17.53333333333333
2020-11-14,22.53333333333333,17.53333333333333
2020-11-15,22.166666666666668,17.400000000000002
2020-11-16,21.633333333333336,20.666666666666668
2020-11-17,23.46666666666667,20.666666666666668
2020-11-18,27.666666666666668,22.166666666666668
2020-11-19,22.600000000000005,18.966666666666665
2020-11-20,19.5,18.133333333333333
2020-11-21,18.2,14.366666666666665
2020-11-22,14.399999999999999,13.033333333333333
2020-11-23,13.1,11.9
2020-11-24,12.066666666666668,10.633333333333333
2020-11-25,11.733333333333333,10.966666666666667
2020-11-26,12.5,11.166666666666666
2020-11-27,12.6,11.466666666666669
2020-11-28,12.266666666666666,11.6
2020-11-29,12.6,11.366666666666665
2020-11-30,13.066666666666668,11.05
2020-12-01,8.633333333333333,7.733333333333334
2020-12-02,12.266666666666666,11.366666666666667
2020-12-03,12.566666666666668,11.366666666666667
2020-12-04,12.9,10.6
2020-12-05,17.2,13.866666666666667
2020-12-06,20.366666666666667,16.366666666666667
2020-12-07,18.133333333333333,16.966666666666665
2020-12-08,19.466667,17.799999999999997
2020-12-09,20.3,16.76666666666667
2020-12-10,19.35,15.699999999999998
2020-12-11,15.866666666666667,14.366666666666667
2020-12-12,13.666666666666666,11.733333333333334
2020-12-13,13.233333333333334,8.833333333333334
2020-12-14,8.9,6.766666666666666
2020-12-15,8.6,7.1
2020-12-16,9.566666666666668,7.599999999999999
2020-12-17,9.433333333333332,7.999999999999999
2020-12-18,10.633333333333333,8.566666666666668
2020-12-19,10.266666666666667,8.966666666666667
2020-12-20,11.566666666666668,7.5
2020-12-21,12.233333333333334,7.199999999999999
2020-12-22,13.233333333333334,7.333333333333333
2020-12-23,13.666666666666666,11.333333333333334
2020-12-24,14.666666666666666,10.5
2020-12-25,14.966666666666667,10.3
2020-12-26,14.333333333333334,10.633333333333333
2020-12-27,15.5,11.333333333333334
2020-12-28,16.03333333333333,12.9
2020-12-29,13.799999999999999,8.333333333333334
2020-12-30,9.149999999999999,6.533333333333334
2020-12-31,8.95,5.45
2021-01-01,10.0,5.65
2021-01-02,12.75,8.95
2021-01-03,12.1,10.75
2021-01-04,14.05,11.6
2021-01-05,17.55,9.3
2021-01-06,18.1,16.7
2021-01-07,18.5,17.2
2021-01-08,32.7,17.25
2021-01-09,21.7000005,17.25
2021-01-10,20.0,17.5
2021-01-11,16.35,13.899999999999999
2021-01-12,15.05,9.95
2021-01-13,14.95,9.0
2021-01-14,16.25,10.05
2021-01-15,16.549999999999997,11.2
2021-01-16,14.0,11.25
2021-01-17,12.3,9.5
2021-01-18,13.7,8.45
2021-01-19,15.1,9.0
2021-01-20,13.7,12.4
2021-01-21,12.75,11.5
2021-01-22,12.9,11.2
2021-01-23,13.55,10.399999999999999
2021-01-24,12.7,10.850000000000001
2021-01-25,11.6,10.15
2021-01-26,11.8,9.850000000000001
2021-01-27,11.2,9.95
2021-01-28,13.399999999999999,9.7
2021-01-29,14.100000000000001,9.35
2021-01-30,13.55,12.4
2021-01-31,13.45,12.2
2021-02-01,12.3,9.3
2021-02-02,13.9,10.5
2021-02-03,13.25,11.15
2021-02-04,15.05,14.2
2021-02-05,19.4,11.2
2021-02-06,22.1,18.75
2021-02-07,22.3,20.5
2021-02-08,24.0500005,22.599999999999998
2021-02-09,22.349999999999998,20.15
2021-02-10,22.9,20.5
2021-02-11,17.65,16.3
2021-02-12,16.5,13.25
2021-02-13,16.15,11.95
2021-02-14,17.5,13.350000000000001
2021-02-15,17.75,13.8
2021-02-16,14.3,12.35
2021-02-17,15.25,11.25
2021-02-18,16.4,11.85
2021-02-19,18.25,12.149999999999999
2021-02-20,20.25,14.3
2021-02-21,20.85,16.2
2021-02-22,22.85,18.85
2021-02-23,21.75,18.2
2021-02-24,19.1,16.25
2021-02-25,16.299999999999997,11.15
2021-02-26,11.3,10.05
2021-02-27,12.15,10.3
2021-02-28,13.0,11.75
2021-03-01,11.9,10.95
2021-03-02,13.899999999999999,11.85
2021-03-03,13.9,11.899999999999999
2021-03-04,15.399999999999999,13.75
2021-03-05,20.8,18.7
2021-03-06,21.299999999999997,17.75
2021-03-07,20.65,19.25
2021-03-08,23.5500005,21.400000000000002
2021-03-09,23.3000005,20.85
2021-03-10,23.4000005,21.75
2021-03-11,18.45,16.700000000000003
2021-03-12,17.549999999999997,13.05
2021-03-13,17.6,15.25
2021-03-14,19.7,15.95
2021-03-15,20.950000000000003,17.9
2021-03-16,20.15,18.85
2021-03-17,18.8,16.1
2021-03-18,16.299999999999997,14.9
2021-03-19,14.9,12.399999999999999
2021-03-20,13.05,12.1
2021-03-21,14.350000000000001,12.55
2021-03-22,17.65,13.1
2021-03-23,16.6,14.45
2021-03-24,20.3,14.25
2021-03-25,22.65,16.05
2021-03-26,22.45,19.35
